Time (s),Satellite ID,Longitude (deg),X (km),Y (km),Z (km),VX,VY,VZ,ideal VX,ideal VY,ideal VZ,ideal x,ideal_y,ideal_z,Status
1230,01,45.0,26481.256912346133,31829.789461508186,-93.78521088175476,-0.879383088654965,3.4078921888393383,0.9729826928473242,0.0,0.0,0,27018.81335656192,32360.4136840565,0,non-stationkeeping
1240,01,45.0,26472.68791623049,31862.304228202727,-84.10414223746362,-0.8568996115640697,3.251476669454203,0.9681068644291145,0.0,0.0,0,26995.20256268465,32380.112532226074,0,non-stationkeeping
1250,01,45.0,26463.40699928188,31895.316949877153,-74.52050979735242,-0.9280916948610636,3.3012721674424284,0.9583632440111208,0.0,0.0,0,26971.57740679643,32399.794153500243,0,non-stationkeeping
1260,01,45.0,26453.15173585212,31929.86693164273,-67.16860190158094,-1.0255263429759478,3.454998176557641,0.7351907895771476,0.0,0.0,0,26947.937901466325,32419.458537407972,0,non-stationkeeping
1270,01,45.0,26440.949299324457,31965.435736363925,-58.86676694595791,-1.2202436527661722,3.5568804721193987,0.830183495562303,0.0,0.0,0,26924.284059271053,32439.105673487404,0,non-stationkeeping
1280,01,45.0,26428.341021341486,32001.168017486347,-50.83900903810618,-1.2608277982971703,3.573228112242317,0.8027757907851738,0.0,0.0,0,26900.615892794947,32458.735551285845,0,non-stationkeeping
1290,01,45.0,26415.393739331423,32036.291065068337,-44.267946727750314,-1.294728201006191,3.5123047581989097,0.6571062310355861,0.0,0.0,0,26876.93341462997,32478.348160359805,0,non-stationkeeping
1300,01,45.0,26404.364624500347,32072.38993942586,-37.99143030712838,-1.1029114831074616,3.6098874357520487,0.6276516420621927,0.0,0.0,0,26853.236637375685,32497.943490274956,0,non-stationkeeping
1310,01,45.0,26392.736197406946,32107.529655557762,-30.2958492007016,-1.1628427093401676,3.5139716131902827,0.7695581106426783,0.0,0.0,0,26829.525573639283,32517.52153060617,0,non-stationkeeping
1320,01,45.0,26379.249172204087,32142.849864735243,-21.563961140343217,-1.34870252028588,3.5320209177479636,0.873188806035838,0.0,0.0,0,26805.80023603554,32537.082270937528,0,non-stationkeeping
1330,01,45.0,26366.58580566284,32177.733762666096,-12.386211789127426,-1.2663366541246435,3.488389793085298,0.917774935121579,0.0,0.0,0,26782.060637186827,32556.625700862307,0,non-stationkeeping
1340,01,45.0,26354.494192356906,32213.75831228813,-3.7319384090957612,-1.2091613305932432,3.6024549622032422,0.8654273380031665,0.0,0.0,0,26758.30678972311,32576.151809982992,0,non-stationkeeping
