Time (s),Satellite ID,Longitude (deg),X (km),Y (km),Z (km),VX,VY,VZ,ideal VX,ideal VY,ideal VZ,ideal x,ideal_y,ideal_z,Status
750,01,45.0,27647.84025505903,31490.130231395095,532.3037495032686,-3.312962008715909,2.1705977777914587,1.2504714796681387,-3.3114646999414563,2.1723031728743543,1.2505003095372833,28134.99730898344,31394.81765233706,0,non-stationkeeping
760,01,45.0,27615.293120611357,31511.308648005706,545.1655246325021,-3.25620956655361,2.116134462164975,1.28614797508766,-3.2547134447670727,2.1178416610613544,1.286177512923343,28112.090521573387,31415.33089921008,0,non-stationkeeping
770,01,45.0,27581.778213590835,31532.371297172504,556.8654110714092,-3.3529856583172295,2.1045558333045196,1.1699584590092316,-3.35149070205217,2.1062649166795797,1.1699886438907092,28089.16877794469,31435.82743247165,0,non-stationkeeping
780,01,45.0,27548.91331187921,31553.36061216919,568.2481330071192,-3.2879839523321235,2.097220584323368,1.1382413791834158,-3.286490171162508,2.098931499668443,1.1382721935710036,28066.232090292182,31456.30724121719,0,non-stationkeeping
790,01,45.0,27514.322069517453,31576.487039697622,578.8283321877443,-3.4606166935515024,2.3109299501978637,1.057988518331736,-3.4591242361754477,2.312642752843312,1.0580199180625116,28043.280470818674,31476.770314551017,0,non-stationkeeping
800,01,45.0,27479.943163247815,31600.47282195204,587.9688041317534,-3.4393816843439127,2.396863587219564,0.914015288879836,-3.437890626963662,2.398578225441671,0.9140471944009051,28020.31393173489,31497.216641586343,0,non-stationkeeping
810,01,45.0,27444.846581498245,31624.592271225403,598.271938152256,-3.5111478254264132,2.410228407213732,1.0302809265954735,-3.5096581749572078,2.4119449273362408,1.0303134020502613,27997.33248525951,31517.646211445306,0,non-stationkeeping
820,01,45.0,27410.55547973673,31647.613797177128,608.0145834850135,-3.430598490691501,2.30043421896018,0.9742315173156886,-3.4291101761515463,2.3021525951724437,0.9742645332757546,27974.33614361915,31538.05901325893,0,non-stationkeeping
830,01,45.0,27375.54725180381,31670.861758385938,618.2352176243252,-3.502309758322378,2.32307584452443,1.0220298305250468,-3.5008227932918716,2.324796120880955,1.022063413931167,27951.324919048348,31558.455036167197,0,non-stationkeeping
840,01,45.0,27339.839370309903,31693.807223934342,628.5638229231373,-3.572273793929966,2.2928243144945872,1.03282637117617,-3.5707881493910056,2.294546554840545,1.03286052988121,27928.298823789548,31578.834269318988,0,non-stationkeeping
850,01,45.0,27302.818738702186,31716.835106193805,639.2358860221474,-3.7035474913220896,2.3010639237566224,1.067171554895377,-3.7020631607715866,2.302788225946425,1.067206309901004,27905.25787009311,31599.196701872126,0,non-stationkeeping
860,01,45.0,27265.197988847554,31738.99750005154,650.938783580116,-3.763558072579044,2.214512945307868,1.1702543453635268,-3.7620749854632685,2.2162393857736467,1.1702897557968583,27882.202070217303,31619.542322993384,0,non-stationkeeping
870,01,45.0,27226.853162392374,31761.170392435015,662.277880581964,-3.8359644929433596,2.2155606048112357,1.1338736523328312,-3.8344826455179586,2.2172892383473415,1.1339097001848009,27859.131436428306,31639.87112185845,0,non-stationkeeping
880,01,45.0,27190.54784409056,31784.483611840096,672.8994852829728,-3.632012310565812,2.329591326336082,1.0621238290429043,-3.630531830181155,2.3313219405079795,1.0621604701008787,27836.045981000163,31660.183087651985,0,non-stationkeeping
890,01,45.0,27154.479195031832,31807.946769385082,683.6766841951372,-3.6083439972258358,2.3445831894352187,1.0776826488381146,-3.6068649058728797,2.3463157544987028,1.0777198912164454,27812.94571621482,31680.4782095676,0,non-stationkeeping
900,01,45.0,27117.618785761977,31832.3373145905,694.4655620311102,-3.687518559599811,2.4373199824483147,1.0788499394470525,-3.6860409269854477,2.4390545205418137,1.078887783597294,27789.830654362107,31700.756476807866,0,non-stationkeeping
